Channel Name,Program Title,Start Time,End Time,Duration (mins),Description
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Масстарт 60. 12 км. Наживо",2026-03-06 22:35:00,2026-03-06 23:35:00,60,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Масстарт 60. 12 км. Наживо"
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Масстарт 60. 9 км. Наживо",2026-03-06 23:35:00,2026-03-07 00:30:00,55,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Масстарт 60. 9 км. Наживо"
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-07 00:30:00,2026-03-07 00:45:00,15,Суспільне Спорт. Новини
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-07 00:45:00,2026-03-07 01:05:00,20,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Індивідуальна гонка. 20 км. Наживо",2026-03-07 01:05:00,2026-03-07 03:00:00,115,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Індивідуальна гонка. 20 км. Наживо"
Suspilne Sport Hd,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. Японія - Італія,2026-03-07 03:00:00,2026-03-07 04:00:00,60,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. Японія - Італія
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-07 04:00:00,2026-03-07 04:20:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. Японія - Італія,2026-03-07 04:20:00,2026-03-07 05:15:00,55,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. Японія - Італія
Suspilne Sport Hd,Зимова Олімпіада 2026. Фігурне катання. Танці на льоду. Довільний танець,2026-03-07 05:15:00,2026-03-07 08:40:00,205,Зимова Олімпіада 2026. Фігурне катання. Танці на льоду. Довільний танець
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-07 08:40:00,2026-03-07 08:50:00,10,Суспільне Спорт. Новини
Suspilne Sport Hd,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Сір Сікома Моніні Перуджа (Італія) - Гуагуас Лас-Пальмас (Іспанія),2026-03-07 08:50:00,2026-03-07 11:00:00,130,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Сір Сікома Моніні Перуджа (Італія) - Гуагуас Лас-Пальмас (Іспанія)
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-07 11:00:00,2026-03-07 11:15:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,"Зимова Олімпіада 2026. Лижні перегони. Чоловіки. Естафета. 4х7,5 км",2026-03-07 11:15:00,2026-03-07 12:35:00,80,"Зимова Олімпіада 2026. Лижні перегони. Чоловіки. Естафета. 4х7,5 км"
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-07 12:35:00,2026-03-07 12:50:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 500 м; Жінки. 1000 м; Командні естафети,2026-03-07 12:50:00,2026-03-07 13:55:00,65,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 500 м; Жінки. 1000 м; Командні естафети
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-07 13:55:00,2026-03-07 14:25:00,30,Суспільне Спорт. Новини
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-07 14:25:00,2026-03-07 14:35:00,10,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Спільна мета,2026-03-07 14:35:00,2026-03-07 15:00:00,25,Спільна мета
Suspilne Sport Hd,На власні очі,2026-03-07 15:00:00,2026-03-07 15:30:00,30,На власні очі
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-07 15:30:00,2026-03-07 15:40:00,10,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-07 15:40:00,2026-03-07 16:00:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,Загальнонаціональна хвилина мовчання,2026-03-07 16:00:00,2026-03-07 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Sport Hd,Зимова Олімпіада 2026. Фристайл. Жінки. Парний могул. Фінал,2026-03-07 16:02:00,2026-03-07 17:55:00,113,Зимова Олімпіада 2026. Фристайл. Жінки. Парний могул. Фінал
Suspilne Sport Hd,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Сидячи. Наживо",2026-03-07 17:55:00,2026-03-07 19:15:00,80,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Сидячи. Наживо"
Suspilne Sport Hd,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Естафета. Наживо",2026-03-07 19:15:00,2026-03-07 20:00:00,45,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Естафета. Наживо"
Suspilne Sport Hd,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Стоячи. Наживо",2026-03-07 20:00:00,2026-03-07 21:10:00,70,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Стоячи. Наживо"
Suspilne Sport Hd,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. З порушенням зору. Наживо",2026-03-07 21:10:00,2026-03-07 21:45:00,35,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. З порушенням зору. Наживо"
Suspilne Sport Hd,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Масстарт. 12,5 км. Наживо",2026-03-07 21:45:00,2026-03-07 22:30:00,45,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Масстарт. 12,5 км. Наживо"
Suspilne Sport Hd,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Сидячи",2026-03-07 22:30:00,2026-03-07 23:40:00,70,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Сидячи"
Suspilne Sport Hd,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Естафета. 4х7,5 км. Наживо",2026-03-07 23:40:00,2026-03-08 00:55:00,75,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Естафета. 4х7,5 км. Наживо"
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-08 00:55:00,2026-03-08 01:15:00,20,Суспільне Спорт. Новини
Suspilne Sport Hd,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. З порушенням зору",2026-03-08 01:15:00,2026-03-08 01:40:00,25,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. З порушенням зору"
Suspilne Sport Hd,Зимова Паралімпіада 2026. Парагірськолижний спорт. Чоловіки/жінки. Швидкісний спуск. Стоячи. Наживо,2026-03-08 01:40:00,2026-03-08 02:35:00,55,Зимова Паралімпіада 2026. Парагірськолижний спорт. Чоловіки/жінки. Швидкісний спуск. Стоячи. Наживо
Suspilne Sport Hd,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Наживо,2026-03-08 02:35:00,2026-03-08 04:30:00,115,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Наживо
Suspilne Sport Hd,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Канада - Словаччина. Наживо,2026-03-08 04:30:00,2026-03-08 05:40:00,70,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Канада - Словаччина. Наживо
Suspilne Sport Hd,Зимова Олімпіада 2026. Лижне двоборство. Чоловіки. Гундерсен: великий трамплін/10 км. Гонка,2026-03-08 05:40:00,2026-03-08 07:30:00,110,Зимова Олімпіада 2026. Лижне двоборство. Чоловіки. Гундерсен: великий трамплін/10 км. Гонка
Suspilne Sport Hd,Суспільне Спорт. Новини,2026-03-08 07:30:00,2026-03-08 07:40:00,10,Суспільне Спорт. Новини
Suspilne Sport Hd,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Воллей Хасроде Левен (Бельгія) - Проєкт Варшава (Польща),2026-03-08 07:40:00,2026-03-08 10:00:00,140,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Воллей Хасроде Левен (Бельгія) - Проєкт Варшава (Польща)
Suspilne Sport Hd,Яскраві миттєвості спортивних подій,2026-03-08 10:00:00,2026-03-08 10:15:00,15,Яскраві миттєвості спортивних подій
Suspilne Sport Hd,Зимова Олімпіада 2026. Фристайл. Чоловіки. Могул. Фінал,2026-03-08 10:15:00,2026-03-08 11:30:00,75,Зимова Олімпіада 2026. Фристайл. Чоловіки. Могул. Фінал
